Processus,Points,Pi,Erreur,Temps
1,12000000,3.141819,-0.00022634641020680135,20714.58
2,12000000,3.142047333333333,-0.00045467974354007623,10218.28
2,12000000,3.142545,-0.0009523464102070278,10481.41
2,12000000,3.141348,0.00024465358979330887,10328.31
2,12000000,3.1417196666666665,-0.00012701307687335017,10742.58
2,12000000,3.1418266666666668,-0.00023401307687365147,11176.41
2,12000000,3.1410906666666665,0.0005019869231266405,10717.2
2,12000000,3.1419283333333334,-0.00033567974354031804,10410.66
2,12000000,3.1419173333333332,-0.00032467974354011275,11640.11
2,12000000,3.1423113333333332,-0.0007186797435401182,10633.68
2,12000000,3.1411496666666667,0.0004429869231263872,10832.42
2,12000000,3.1415463333333333,4.6320256459786435e-05,11077.41
2,12000000,3.1419326666666665,-0.0003400130768733689,10939.84
2,12000000,3.141598,-5.346410206996666e-06,10371.38
2,12000000,3.1408146666666665,0.0007779869231265835,11082.98
2,12000000,3.1409666666666665,0.0006259869231266535,10679.18
2,12000000,3.141783333333333,-0.00019067974354003425,10792.18
2,12000000,3.1422263333333333,-0.0006336797435402275,10711.01
2,12000000,3.1415046666666666,8.798692312650402e-05,10637.15
2,12000000,3.141013666666667,0.0005789869231263012,10213.28
2,12000000,3.141545333333333,4.732025645992621e-05,10793.24
2,12000000,3.141967,-0.0003743464102070604,10455.18
2,12000000,3.1409783333333334,0.0006143202564596884,10690.2
2,12000000,3.1417386666666665,-0.00014601307687334142,11059.93
2,12000000,3.1419003333333335,-0.00030767974354040106,10647.8
2,12000000,3.1405476666666665,0.0010449869231266007,10318.22
2,12000000,3.141855,-0.0002623464102069484,10727.35
2,12000000,3.141577333333333,1.532025645989421e-05,10996.57
2,12000000,3.1425116666666666,-0.0009190130768734761,10662.15
2,12000000,3.142152333333333,-0.000559679743540098,10523.94
2,12000000,3.1422263333333333,-0.0006336797435402275,10413.14
2,12000000,3.141172666666667,0.00041998692312628094,10693.74
2,12000000,3.141849666666667,-0.00025701307687375774,10640.84
2,12000000,3.141506,8.665358979298432e-05,10636.17
2,12000000,3.141637,-4.434641020667485e-05,10648.3
2,12000000,3.141548333333333,4.432025645995097e-05,10342.05
2,12000000,3.1412666666666667,0.0003259869231264645,10794.28
2,12000000,3.141145,0.0004476535897932621,10983.12
2,12000000,3.142165,-0.0005723464102067588,10468.08
2,12000000,3.141346,0.00024665358979314433,10801.72
2,12000000,3.1414363333333335,0.0001563202564596189,10717.21
2,12000000,3.1421396666666666,-0.0005470130768734371,11045.29
2,12000000,3.142055666666667,-0.0004630130768736862,10515.48
2,12000000,3.142087666666667,-0.0004950130768737182,10522.5
2,12000000,3.1420586666666668,-0.00046601307687366145,10590.02
2,12000000,3.1416823333333332,-8.967974354012753e-05,10449.66
2,12000000,3.1416126666666666,-2.0013076873492963e-05,10911.08
2,12000000,3.1421943333333333,-0.0006016797435401955,10841.63
2,12000000,3.1412533333333332,0.00033932025645988517,10640.58
2,12000000,3.1418233333333334,-0.0002306797435402963,10269.86
2,12000000,3.142822,-0.0012293464102066665,10837.42
3,12000000,3.141852,-0.00025934641020697313,7633.95
3,12000000,3.1410253333333333,0.0005673202564597801,7180.6
3,12000000,3.1416916666666665,-9.901307687343319e-05,7201.41
3,12000000,3.1422346666666665,-0.0006420130768733934,7253.86
3,12000000,3.141606,-1.3346410206782622e-05,7412.62
3,12000000,3.1413823333333335,0.00021032025645961738,7273.1
3,12000000,3.141296,0.0002966535897930278,7407.02
3,12000000,3.141408,0.0001846535897929158,7341.72
3,12000000,3.141477666666667,0.00011498692312628123,7124.72
3,12000000,3.1420266666666667,-0.00043401307687362944,7244.34
3,12000000,3.1414886666666666,0.00010398692312652003,7217.31
3,12000000,3.141507,8.565358979328863e-05,7141.01
3,12000000,3.141782,-0.00018934641020695864,7322.86
3,12000000,3.1416106666666668,-1.8013076873657496e-05,7374.8
3,12000000,3.1414653333333336,0.00012732025645956213,7381.01
3,12000000,3.1415553333333333,3.73202564598607e-05,7193.51
3,12000000,3.1417376666666668,-0.00014501307687364573,7534.52
3,12000000,3.141798,-0.00020534641020697464,7238.16
3,12000000,3.1414203333333335,0.0001723202564596349,7445.97
3,12000000,3.1420666666666666,-0.0004740130768734474,7597.85
3,12000000,3.140464,0.0011286535897929717,7290.61
3,12000000,3.1424043333333334,-0.000811679743540239,7167.81
3,12000000,3.142149,-0.0005563464102067428,7598.97
3,12000000,3.141906666666667,-0.0003140130768737315,7719.83
3,12000000,3.142009,-0.0004163464102067138,7394.4
3,12000000,3.140174,0.0014186535897930952,7257.92
3,12000000,3.1418186666666665,-0.00022601307687342143,7249.35
3,12000000,3.141534666666667,5.798692312630749e-05,7442.04
3,12000000,3.141925666666667,-0.0003330130768737227,7442.67
3,12000000,3.142081,-0.0004883464102070079,7201.24
3,12000000,3.141887666666667,-0.00029501307687374023,7286.65
3,12000000,3.142107333333333,-0.0005146797435400252,7018.35
3,12000000,3.141011,0.0005816535897928965,7279.26
3,12000000,3.141842666666667,-0.00025001307687366747,7505.82
3,12000000,3.1422006666666666,-0.0006080130768735259,7547.16
3,12000000,3.1412666666666667,0.0003259869231264645,7161.17
3,12000000,3.1407226666666666,0.0008699869231265644,7301.19
3,12000000,3.1416453333333334,-5.267974354028482e-05,7307.12
3,12000000,3.141404666666667,0.00018798692312627097,7469.32
3,12000000,3.141742,-0.0001493464102066966,7327.99
3,12000000,3.1420513333333333,-0.00045867974354019125,7278.36
3,12000000,3.141487,0.00010565358979297557,7240.3
3,12000000,3.141350666666667,0.00024198692312626946,7437.7
3,12000000,3.1411256666666665,0.00046698692312663326,7514.28
3,12000000,3.142022,-0.00042934641020675457,7220.4
3,12000000,3.141465,0.00012765358979294206,7137.71
3,12000000,3.141246333333333,0.00034632025645997544,7288.74
3,12000000,3.141513,7.965358979289405e-05,7256.16
3,12000000,3.1415,9.265358979293481e-05,7391.8
3,12000000,3.1418266666666668,-0.00023401307687365147,7289.32
4,12000000,3.141492,0.00010065358979316485,6632.4
4,12000000,3.1414696666666666,0.00012298692312651127,6560.77
4,12000000,3.141224333333333,0.00036832025645994193,6627.67
4,12000000,3.1417703333333336,-0.00017767974354043758,6961.84
4,12000000,3.141087,0.0005056535897929315,6645.88
4,12000000,3.1416,-7.346410206832132e-06,6754.43
4,12000000,3.142135666666667,-0.0005430130768737662,6581.13
4,12000000,3.1414946666666665,9.798692312656954e-05,6640.75
4,12000000,3.141639,-4.63464102069544e-05,6862.28
4,12000000,3.141551,4.165358979291156e-05,6640.33
4,12000000,3.1408226666666668,0.0007699869231263534,6433.64
4,12000000,3.141534666666667,5.798692312630749e-05,6527.81
4,12000000,3.1420223333333333,-0.0004296797435401345,6676.59
4,12000000,3.141723333333333,-0.00013067974354008527,6615.91
4,12000000,3.1410573333333334,0.0005353202564597481,6776.95
4,12000000,3.141696666666667,-0.00010401307687368799,6513.43
4,12000000,3.1410186666666666,0.0005739869231264905,6695.13
4,12000000,3.1409873333333334,0.0006053202564597626,6783.82
4,12000000,3.141550666666667,4.1986923126291487e-05,6918.04
4,12000000,3.140897,0.0006956535897932881,6887.27
4,12000000,3.1415776666666666,1.4986923126514284e-05,6799.02
4,12000000,3.141586,6.653589792904313e-06,6791.34
4,12000000,3.1412176666666665,0.00037498692312665227,6718.04
4,12000000,3.141649,-5.6346410207019915e-05,6926.68
4,12000000,3.14255,-0.0009573464102068385,7101.2
4,12000000,3.1413336666666667,0.00025898692312642524,7186.4
4,12000000,3.1411796666666665,0.00041298692312663476,6809.68
4,12000000,3.1417706666666665,-0.00017801307687337342,7101.68
4,12000000,3.1416956666666667,-0.00010301307687354821,7116.03
4,12000000,3.1416423333333334,-4.967974354030957e-05,7029.34
4,12000000,3.142423,-0.0008303464102068503,6702.09
4,12000000,3.1414803333333334,0.00011232025645968591,6706.77
4,12000000,3.1409656666666668,0.0006269869231263492,6606.25
4,12000000,3.1410416666666667,0.0005509869231263842,6615.19
4,12000000,3.140594,0.0009986535897930082,7066.28
4,12000000,3.1416643333333334,-7.167974354027606e-05,6624.57
4,12000000,3.141522,7.065358979296832e-05,7024.41
4,12000000,3.1421563333333333,-0.000563679743540213,7021.0
4,12000000,3.1411553333333333,0.00043732025645981665,7011.44
4,12000000,3.1417806666666666,-0.00018801307687343893,7366.14
4,12000000,3.1431313333333333,-0.0015386797435401611,6898.75
4,12000000,3.1415,9.265358979293481e-05,7140.24
4,12000000,3.141024,0.0005686535897932998,7108.87
4,12000000,3.141906666666667,-0.0003140130768737315,7104.33
4,12000000,3.1420376666666665,-0.00044501307687339065,7302.31
4,12000000,3.142211666666667,-0.0006190130768737312,6665.37
4,12000000,3.141691333333333,-9.867974354005327e-05,6518.45
4,12000000,3.141953,-0.00036034641020687985,6486.84
4,12000000,3.1410103333333335,0.0005823202564596563,6462.52
4,12000000,3.1419143333333333,-0.0003216797435401375,6684.26
