Processus,Points,Pi,Erreur,Temps
1,12000000,3.1412933333333335,0.0002993202564596231,21142.74
1,12000000,3.1415176666666667,7.498692312646327e-05,20767.5
1,12000000,3.1412343333333332,0.0003583202564598764,20670.77
1,12000000,3.1415866666666665,5.98692312658855e-06,20903.24
1,12000000,3.141425,0.0001676535897932041,20906.32
1,12000000,3.1415763333333335,1.63202564595899e-05,20939.89
1,12000000,3.1420003333333333,-0.000407679743540168,20467.26
1,12000000,3.1414336666666665,0.0001589869231266583,20468.76
1,12000000,3.141588666666667,3.986923126308994e-06,20945.92
1,12000000,3.1408506666666667,0.0007419869231264364,21142.66
1,12000000,3.142183,-0.0005903464102070544,21049.18
1,12000000,3.1420626666666664,-0.0004700130768733324,20432.15
1,12000000,3.141665,-7.234641020703592e-05,20799.16
1,12000000,3.1415306666666667,6.198692312642251e-05,20354.37
1,12000000,3.1403243333333335,0.0012683202564596208,21250.93
1,12000000,3.1424456666666667,-0.0008530130768735766,20993.73
1,12000000,3.141133,0.00045965358979316306,21063.96
1,12000000,3.1415463333333333,4.6320256459786435e-05,20744.39
1,12000000,3.142427666666667,-0.0008350130768737252,20589.38
1,12000000,3.141687,-9.434641020700241e-05,21756.91
1,12000000,3.141637333333333,-4.467974354005477e-05,20689.81
1,12000000,3.142231333333333,-0.0006386797435400382,19721.62
1,12000000,3.1414633333333333,0.0001293202564598417,20875.37
1,12000000,3.1414876666666665,0.0001049869231266598,21636.76
1,12000000,3.141259,0.0003336535897933146,21032.49
1,12000000,3.141756,-0.00016334641020687712,20585.76
1,12000000,3.1422766666666666,-0.0006840130768734909,20719.46
1,12000000,3.142151,-0.0005583464102070224,20393.74
1,12000000,3.1415753333333334,1.7320256459729677e-05,21163.71
1,12000000,3.141528666666667,6.398692312625798e-05,23957.94
1,12000000,3.142187333333333,-0.0005946797435401052,20678.45
1,12000000,3.1401536666666665,0.0014389869231266061,20575.48
1,12000000,3.1419633333333334,-0.0003706797435403253,21015.53
1,12000000,3.1412313333333333,0.00036132025645985166,22105.14
1,12000000,3.1416246666666665,-3.201307687339394e-05,20678.79
1,12000000,3.1418056666666665,-0.00021301307687338067,20766.55
1,12000000,3.141373,0.00021965358979292304,21310.99
1,12000000,3.1422286666666666,-0.0006360130768734429,21540.55
1,12000000,3.1410983333333333,0.0004943202564597904,21083.52
1,12000000,3.1409226666666665,0.0006699869231265865,21370.48
1,12000000,3.1415283333333335,6.43202564596379e-05,21116.21
1,12000000,3.141045,0.000547653589793029,21235.35
1,12000000,3.1416026666666665,-1.0013076873427451e-05,20675.57
1,12000000,3.1420953333333332,-0.0005026797435401242,21433.09
1,12000000,3.1420446666666666,-0.0004520130768734809,21324.28
1,12000000,3.141799333333333,-0.00020667974354005025,20780.24
1,12000000,3.141682,-8.93464102067476e-05,20581.14
1,12000000,3.1422043333333334,-0.000611679743540261,20576.58
1,12000000,3.141169,0.00042365358979301604,20636.36
1,12000000,3.1415383333333335,5.432025645957239e-05,20980.63
2,24000000,3.142187333333333,-0.0005946797435401052,21146.3
2,24000000,3.1409203333333333,0.0006723202564598019,21846.29
2,24000000,3.1418856666666666,-0.0002930130768734607,20638.26
2,24000000,3.1413521666666666,0.00024048692312650388,20859.28
2,24000000,3.1420075,-0.00041484641020694824,21273.88
2,24000000,3.141727,-0.00013434641020682037,21913.16
2,24000000,3.141166833333333,0.00042582025645998556,21116.21
2,24000000,3.1417785,-0.0001858464102069135,20698.58
2,24000000,3.1412175,0.00037515358979289815,21657.0
2,24000000,3.1416395,-4.684641020702429e-05,21685.53
2,24000000,3.141902,-0.0003093464102068566,20942.64
2,24000000,3.1417876666666666,-0.0001950130768735292,21399.24
2,24000000,3.1419148333333333,-0.0003221797435402074,20329.72
2,24000000,3.142143,-0.0005503464102067923,21820.68
2,24000000,3.141802333333333,-0.0002096797435400255,21172.61
2,24000000,3.1417186666666668,-0.00012601307687365448,21368.06
2,24000000,3.1411983333333335,0.00039432025645957935,21428.55
2,24000000,3.142116,-0.0005233464102070151,21719.51
2,24000000,3.141652,-5.934641020699516e-05,20480.06
2,24000000,3.141840166666667,-0.0002475130768737621,20557.05
2,24000000,3.14153,6.265358979318236e-05,21410.06
2,24000000,3.1416351666666666,-4.251307687352934e-05,22351.36
2,24000000,3.1418108333333334,-0.00021817974354032543,21099.26
2,24000000,3.1419558333333333,-0.00036317974354016513,20944.77
2,24000000,3.1414865,0.00010615358979304546,20629.95
2,24000000,3.1419383333333335,-0.00034567974354038356,21289.84
2,24000000,3.1417181666666667,-0.0001255130768735846,20866.2
2,24000000,3.1420993333333334,-0.0005066797435402393,21259.79
2,24000000,3.1415058333333334,8.682025645967428e-05,22063.15
2,24000000,3.1415231666666665,6.948692312658267e-05,21998.86
2,24000000,3.1416778333333335,-8.517974354038671e-05,21127.54
2,24000000,3.1410883333333333,0.0005043202564598559,20741.67
2,24000000,3.1416691666666665,-7.651307687339681e-05,21384.99
2,24000000,3.1415775,1.5153589793204247e-05,20610.74
2,24000000,3.1419721666666667,-0.00037951307687356106,20845.76
2,24000000,3.1418636666666666,-0.0002710130768734942,21656.88
2,24000000,3.1412628333333332,0.00032982025645988955,20926.4
2,24000000,3.142056166666667,-0.0004635130768737561,20867.26
2,24000000,3.1419936666666666,-0.00040101307687345766,21127.9
2,24000000,3.1415805,1.2153589793229003e-05,21091.62
2,24000000,3.141865166666667,-0.00027251307687370385,21636.99
2,24000000,3.141788,-0.00019534641020690913,21246.25
2,24000000,3.141690666666667,-9.80130768737375e-05,21300.01
2,24000000,3.1415135,7.915358979326825e-05,21801.35
2,24000000,3.142046833333333,-0.00045417974354000634,21186.93
2,24000000,3.141576166666667,1.6486923126279862e-05,20784.91
2,24000000,3.141125,0.000467653589792949,20807.45
2,24000000,3.1415111666666666,8.148692312648365e-05,20722.46
2,24000000,3.1416953333333333,-0.00010267974354016829,21631.49
2,24000000,3.14165,-5.7346410206715603e-05,21500.12
3,36000000,3.1422202222222224,-0.0006275686324292984,21500.72
3,36000000,3.141300777777778,0.0002918758120151743,21638.98
3,36000000,3.141500333333333,9.232025645999897e-05,22176.99
3,36000000,3.141524,6.865358979313285e-05,21995.01
3,36000000,3.140788777777778,0.0008038758120152423,21813.07
3,36000000,3.1413076666666666,0.00028498692312650675,22255.91
3,36000000,3.141888777777778,-0.0002961241879848586,21640.89
3,36000000,3.1417064444444445,-0.00011379085465135219,21261.04
3,36000000,3.1415024444444444,9.02091453487408e-05,21636.39
3,36000000,3.1416413333333333,-4.8679743540169795e-05,21874.84
3,36000000,3.1419706666666665,-0.0003780130768733514,22238.68
3,36000000,3.1417755555555558,-0.0001829019657626496,22156.88
3,36000000,3.1413256666666665,0.0002669869231266553,22578.01
3,36000000,3.1415582222222223,3.443136757086407e-05,22437.43
3,36000000,3.1413016666666667,0.00029098692312645724,22656.21
3,36000000,3.1412924444444443,0.0003002091453487843,22046.23
3,36000000,3.141624777777778,-3.2124187984816643e-05,22909.11
3,36000000,3.1419863333333335,-0.00039367974354043156,22739.58
3,36000000,3.1418063333333333,-0.00021367974354014052,22777.03
3,36000000,3.1421201111111112,-0.0005274575213181087,23419.68
3,36000000,3.1414093333333333,0.00018332025645984018,22296.65
3,36000000,3.141509111111111,8.354247868203046e-05,22913.24
3,36000000,3.1415415555555555,5.109803423763992e-05,23066.66
3,36000000,3.141453888888889,0.00013876470090412596,22776.44
3,36000000,3.141471111111111,0.00012154247868201296,23557.36
3,36000000,3.1418455555555553,-0.00025290196576222,22959.75
3,36000000,3.141754888888889,-0.00016223529909575873,23163.61
3,36000000,3.1418762222222223,-0.0002835686324291764,22967.98
3,36000000,3.141386,0.00020665358979332638,23802.39
3,36000000,3.141405333333333,0.0001873202564599552,21798.69
3,36000000,3.141757111111111,-0.00016445752131799551,21375.99
3,36000000,3.1418414444444442,-0.0002487908546511264,21764.85
3,36000000,3.1418616666666668,-0.0002690130768736587,21289.44
3,36000000,3.1416684444444445,-7.57908546513697e-05,22260.24
3,36000000,3.142087111111111,-0.000494457521317937,22525.51
3,36000000,3.141700111111111,-0.00010745752131802178,22078.58
3,36000000,3.141423666666667,0.00016898692312627972,22155.71
3,36000000,3.142256777777778,-0.0006641241879847826,22668.31
3,36000000,3.141454,0.00013865358979314735,22346.52
3,36000000,3.1411787777777778,0.00041387581201535184,23368.57
3,36000000,3.1417825555555554,-0.0001899019657622958,21796.48
3,36000000,3.1415332222222223,5.9431367570805804e-05,22633.9
3,36000000,3.141459,0.00013365358979333664,23036.85
3,36000000,3.141616111111111,-2.3457521317826746e-05,22495.8
3,36000000,3.1410964444444445,0.0004962091453486472,23478.57
3,36000000,3.1414814444444445,0.00011120914534856752,22084.99
3,36000000,3.141948111111111,-0.00035545752131804775,21835.31
3,36000000,3.1415582222222223,3.443136757086407e-05,21419.32
3,36000000,3.141754,-0.00016134641020704166,22301.93
3,36000000,3.14206,-0.00046734641020673706,22025.49
4,48000000,3.1415575833333333,3.5070256459768245e-05,27727.74
4,48000000,3.14196875,-0.00037609641020708295,26994.67
4,48000000,3.1417003333333335,-0.00010767974354042309,27777.03
4,48000000,3.1418161666666666,-0.00022351307687351607,27273.47
4,48000000,3.14143475,0.0001579035897929515,28714.2
4,48000000,3.1418938333333335,-0.0003011797435403807,28664.93
4,48000000,3.141754,-0.00016134641020704166,28187.61
4,48000000,3.1415393333333332,5.33202564598767e-05,27911.22
4,48000000,3.14185425,-0.0002615964102070656,27989.24
4,48000000,3.141434916666667,0.00015773692312626153,26544.81
4,48000000,3.1413093333333335,0.0002833202564596071,26493.96
4,48000000,3.1419136666666665,-0.00032101307687337766,26390.18
4,48000000,3.14168775,-9.50964102068852e-05,26671.12
4,48000000,3.1418928333333334,-0.0003001797435402409,27012.3
4,48000000,3.1417104166666667,-0.00011776307687361154,26975.24
4,48000000,3.1414515,0.0001411535897930527,27152.35
4,48000000,3.1417379166666666,-0.00014526307687345863,27508.99
4,48000000,3.141577333333333,1.532025645989421e-05,28339.96
4,48000000,3.141557,3.565358979296107e-05,28304.0
4,48000000,3.141624,-3.134641020707818e-05,28720.16
4,48000000,3.1415085,8.415358979307896e-05,28914.47
4,48000000,3.1418970833333333,-0.00030442974354016883,29316.89
4,48000000,3.1412828333333334,0.0003098202564597585,28621.11
4,48000000,3.1417621666666666,-0.00016951307687351758,27661.91
4,48000000,3.1414553333333335,0.00013732025645962764,28393.2
4,48000000,3.1412765,0.00031615358979308894,29426.64
4,48000000,3.1415906666666666,1.9869231264735276e-06,28987.04
4,48000000,3.14104225,0.0005504035897931914,28875.73
4,48000000,3.1414698333333333,0.0001228202564598213,29166.94
4,48000000,3.1416121666666665,-1.9513076873423074e-05,29942.89
4,48000000,3.141539,5.365358979325663e-05,27501.58
4,48000000,3.14131575,0.00027690358979315377,27960.87
4,48000000,3.14210125,-0.0005085964102069518,28522.85
4,48000000,3.141596916666667,-4.263076873733951e-06,29042.16
4,48000000,3.1413075,0.0002851535897931967,28778.01
4,48000000,3.1415335,5.915358979313723e-05,29226.22
4,48000000,3.1415130833333333,7.957025645977112e-05,29011.89
4,48000000,3.141943416666667,-0.0003507630768737613,29023.54
4,48000000,3.14158875,3.9035897931860575e-06,30356.54
4,48000000,3.14193975,-0.0003470964102070262,28132.34
4,48000000,3.1413943333333334,0.0001983202564597164,28890.5
4,48000000,3.141316916666667,0.00027573692312632403,29034.5
4,48000000,3.1420074166666665,-0.0004147630768733812,29466.48
4,48000000,3.1413615,0.00023115358979319822,29014.43
4,48000000,3.14149875,9.390358979333158e-05,28973.8
4,48000000,3.14157525,1.7403589793296703e-05,26730.76
4,48000000,3.141474,0.00011865358979301632,27932.36
4,48000000,3.14177525,-0.00018259641020668127,28097.65
